Question,"Question Type (multiple-choice or multi-select)","Answer Option 1","Answer Option 2","Answer Option 3","Answer Option 4","Answer Option 5","Answer Option 6","Correct Response",Explanation,"Knowledge Area"
"83. Questions 83-84 are based on the following fact situation:<div>Oscar had two large identical elm trees in his front yard. He hired Felix to prune the trees for $500.</div><div><br></div><div>83.  Assume that Felix arrived to begin work with three men and all the required gear. When Oscar came out to meet him, Felix demanded payment in advance. Oscar refused because he had never hired Felix before and didn't know if his work would be satisfactory. If Felix brings suit against Oscar for breach of contract, who will prevail?</div>",multiple-choice,"A.   Oscar, because he was entitled to see if Felix's work was satisfactory.","B.   Oscar, because when an agreement is silent about the order of performance, payment is not required until the work is performed.","C.   Felix, because no order of performance was specified in the contract and he has as much right to first performance as Oscar.","D.   Felix, because he had rented the equipment necessary to perform under the contract.",,,2,"B  The parties to a contract will often neglect to specify the order of performance. To provide a workable formula wherever possible, the courts have developed a number of general rules. The applicable rule on these facts specifies that, in the absence of language to the contrary, when only one party's performance requires a period of time to complete, that party will be required to substantially complete performance before the obligation of the other party to pay for the services arises. Performance is said to be a constructive condition to payment. Rest. 2d §234(2). Felix was obligated to prune the trees before requiring payment. Choice Bis the correct answer. Choice Ais not the best answer. It correctly states one rationale behind the rule but not the applicable rule itself. In addition, it implies a broader right than Oscar has. He might not have the right to see Felix's performance first if his own performance also required time to complete. Choice Cis wrong because it is essentially illogical. If each party had a right to insist that the other go first, no contract that failed to specify the order of performance would ever be enforced. Finally, choice Dis incorrect because the hiring of men and the procurement of equipment are essential and foreseeable elements in a contract for tree pruning.",Performance
"84. Questions 83-84 are based on the following fact situation:<div>Oscar had two large identical elm trees in his front yard. He hired Felix to prune the trees for $500.</div><div><br></div><div><div>84.  Assume that Felix pruned one of the two trees satisfactorily, but then refused to prune the other. Oscar hired Murray to prune the second tree for $150. Felix is entitled to</div></div>",multiple-choice,"A.   Nothing, because he willfully breached the contract.","B.   Nothing, because the contract required pruning of two trees.","C.   $150, as the reasonable value of his services.","D.   $350, as the difference between the contract price and the cost of completion.",,,3,"C  The critical issue on these facts is whether in pruning only one of two trees, Felix committed a material breach of the contract or whether he had substantially performed the contract. Under some circumstances, it is not easy to determine whether the performance is substantial. If the performance is substantial, the party giving the performance is entitled to recover on the contract — that is, sue for his expectation damages, which are, in this case, the contract price less a setoff for defendant's damages. The defendant's damages will be measured by the cost of remedying plaintiff's default. Under those circumstances, choice Dmight be correct. But pruning one tree may not be substantial performance of the contract. The question is a close one because the work was easily divisible into two equal parts. Arguably, Felix could recover $250 for the half of the contract he completed, though this choice was not offered as an answer. For two reasons, it seems Felix did not substantially perform: (1) Felix walked off the job and should be charged with the default; and (2) the value of his work can be assessed by the cost imposed on Oscar to remedy his default ($150), given that the two trees were identical and, thus, pruning one would be no different from pruning the other. The most equitable result is to limit Felix to recover under quasi-contract in quantum meruit. This is the appropriate remedy when the plaintiff has materially breached the contract, but has given the defendant part performance that is of value to the defendant. In that case, the plaintiff will be limited to the reasonable value of his work. This is especially true in construction cases. Since the reasonable value of Felix's work can be readily measured by the cost of Murray's work, the correct answer is choice C. Choice Dis not the right answer because, as we have seen, Felix is not entitled to his expectation damages because he materially breached the contract. Choice Ais probably not the right answer, but it is a close call. Many courts will not allow any recovery to a plaintiff who has committed a “willful” default, which may be the case on these facts. Rest. 2d §374. Choice Bis wrong for the same reason that choice Ais wrong. Having performed some valuable services, it would be unjust to allow Oscar to keep the services without any compensation to Felix.",Performance
"<div>85.  Albert sold his used Alfa Romeo to Bart for $7,000. They agreed that $3,000 would be paid on transfer of title and the remaining $4,000 “in 30 days.” Bart knew that he would be unable to pay the balance. He said to his friend Otto, “Look, I need to pay $4,000 to Albert in 30 days. You need your house painted. If I paint your house, will you pay $4,000 to Albert?” Otto replied, “That sounds look a good deal to me. I agree.” Bart diligently and efficiently painted Otto's house, but Otto now refuses to pay Albert. Albert sues both Bart and Otto. What result? </div>",multiple-choice,"A.   Albert can recover against Bart but not against Otto.","B.   Albert can recover against Otto but not against Bart.","C.   Albert can recover against both Otto and Bart.","D.   Albert cannot recover against either Otto or Bart until Bart sues and recovers a judgment against Otto.",,,3,"C  When Otto agreed to pay $4,000 to Albert in exchange for Bart's painting of Otto's house, Albert became the third-party beneficiary of Otto's promise. Under the common law, a third-party beneficiary could not sue because he was considered not to be “in privity” with the promisor — in this case, Otto. Even the first Restatement allowed a third-party beneficiary to sue only if she was either a creditor beneficiary or a donee beneficiary. As now revised, the Restatement has eliminated these two classes of beneficiary and has created two new ones — intended beneficiaries (who can sue) and incidental beneficiaries (who cannot). Here, Albert is clearly the intended beneficiary of the agreement between Bart and Otto. (See Rest. 2d, Chapter 14 Introductory Note, for a history of the beneficiary concept.) Rest. 2d §302(1). An intended beneficiary has the right to sue to enforce the promisee's promise. The choices here raise the issue: which one of the parties may he sue? May he sue both? The third-party beneficiary may certainly sue the promisor, who, in this case, has received value for his promise. May he also sue the promisee? The majority view is that he may. Rest. 2d §310(1). Of course, he is entitled to one satisfaction of his claim. Rest. 2d §310(2). The best answer is therefore choice C. Albert may recover against both Bart and Otto, so long as he collects only $4,000 from either or both. Choice Ais wrong because Albert is not limited to a suit against Bart. Choice Bis wrong because he is not limited to a suit against Otto. Choice Dis wrong because the intended beneficiary may initiate a suit in his own name and does not have to wait for the promisee (Bart) to recover against the promisor (Otto).",Consideration
"<div>86.  Maples, Inc., a distributor of trees and shrubs in the Northeast, enters into a five-year contract with Viburnum Corp., a grower of shrubs, to supply Maples with all its requirements of viburnums and hollies for five years. Viburnums and hollies represent 35 percent of Maples's business and 75 percent of Viburnum's business. There is no mention in the contract of the right of either party to assign. The parties enjoy a model relationship for the first two years. In the third year, Maples receives an irresistible offer for its business and sells all its assets to Poplar Nurseries, the nation's largest distributor of plants. Among the assets assigned is the contract with Viburnum. Viburnum is concerned that Poplar's requirements will be too much for it to handle and that Poplar will be slower to pay its invoices than Maples.</div><div><br></div><div>It notifies Maples and Poplar that it will not honor the assignment and will not sell to Poplar. In its notice, it states, “We bought the credit, payment record, and requirements of Maples. We do not believe that Poplar will be able to pay our invoices on time or that we can satisfy Poplar's needs.” To satisfy its needs for viburnums and hollies, Poplar goes into the market and is unable to find another grower with the production capacity of Viburnum. Poplar sues Viburnum for damages and for specific performance. What result?</div>",multiple-choice,"A.   Poplar will recover damages but not an order of specific performance.","B.   Poplar will recover both damages and an order of specific performance.","C.   Viburnum will prevail because the contract is not assignable.","D.   Viburnum will prevail unless Poplar can prove that its credit is as good as Maples's and its requirements about the same.",,,2,"B  The modern view is that all contracts are assignable, except under circumstances that would make the assignment inherently unfair to the obligor, such as by increasing the burden or risk to the promisor. UCC §2-210(2) (UCC §2-210(1)(a) under the 2003 revisions of article 2). Here, Viburnum expressed two concerns: (1) that Poplar may have greater demands than Maples and (2) that Poplar may not pay as quickly as Maples. The UCC protects Viburnum from excessive demands by limiting the quantity Poplar can require to an amount reasonably proportionate to the amounts Maples demanded in the past. UCC §2-306(1). Viburnum may refuse to fill excessive demands, but may not refuse to fill demands within the range demanded by Maples. The UCC protects Viburnum from the second concern by allowing it to demand adequate assurances that Poplar will perform the contract. UCC §2-210(5) (UCC §2-210(2)(c) under the 2003 revisions to article 2). If Poplar fails to provide adequate assurance, Viburnum then may have a right to terminate the contract based on an implied repudiation by Poplar. UCC §2-609. Neither potential problem seems to justify an immediate termination of the contract. No breach by Maples or Poplar justifies that preemptive move. If specific performance prevents all of Poplar's damages, it may not receive both remedies. However, choice Bremains the best answer because some damages might occur before the court orders specific performance. Choice Ais incorrect. Even if Viburnum's performance is not unique, other appropriate circumstances may justify specific performance, including a shortage of the goods. Poplar's inability to find another supplier suggests that a shortage exists. Choice Cis plausible if the court refuses to enforce the assignment because facts essential to the original agreement are no longer applicable. Crane Ice Cream Co. v. Terminal Freezing & Heating Co. Choice Dis wrong because Poplar need not establish the similarities to prevail. Rather, the assignment will be presumed effective. Viburnum may resist excessive requirements or poor credit under the UCC, but may not reject the assignment based on unsubstantiated fears that these might arise.",Assignments
"<div>87.  The Sunset Hotel, a weekend retreat with 95 rooms, wrote to 500 of its former guests offering them a special July 4 three-day holiday at $95 per person per day, meals included. Sunset's usual weekend rate is $175 per person per night. Mac Maxwell wrote back immediately, “My wife and I will be there for July 4 holiday. Reserve a large double. Deposit check for $100 enclosed.” When the Sunset staff counted the Hotel's reservations, they found that they had 107 reservations for the holiday. They immediately wrote a letter to the last 12 guests. Maxwell was among the 12. The letter said, “Sorry, all sold out for July 4 holiday. Suggest you try the Sunrise instead.” Anxious to see the autumn leaf display, Maxwell reserved a room at the Sunrise for $145 a night. Maxwell demanded that the Sunset return his deposit and reimburse him for the difference in rates between it and the Sunrise. The Sunset agreed to return the deposit, but refused to pay the reimbursement.</div><div><br></div><div>Maxwell sues Sunset in the local small claims court. What will the court decide?</div>",multiple-choice,"A.   Sunset will prevail because its offer anticipated acceptance not by a letter and deposit but by the use of its facilities.","B.   Sunset will prevail because it notified Maxwell that it was sold out before it confirmed his reservation.","C.   Maxwell will prevail because he accepted Sunset's offer and was forced to pay more than the special Sunset rates.","D.   Sunset will prevail because, as a former guest, Maxwell should have known that Sunset had a limited number of rooms.",,,2,"B  The best answer is choice B. The letter sent by Sunset Hotel was not an offer but an invitation to reserve its accommodations for a specific weekend. Offers by hotels, airlines, cruise ships, theatrical performances, sports events, and other similar attractions are understood by everyone to include the condition of limited availability. In this sense, they fall into the category of offers controlled by “trade usage.” Trade usage is defined in the UCC as “any practice … having such regularity in a … trade as to justify an expectation that it will be observed with respect to the transaction in question.” UCC §1-205(2). Since the hotel notified Maxwell that it was sold out (i.e., rejected his offer) and did not confirm his reservation (i.e., accept his offer), there was no contract. Choice Ais wrong because it assumes the hotel made an offer. If the hotel had made an offer, Maxwell's method of acceptance probably would be deemed reasonable, certainly more reasonable than just showing up and attempting to register and use the room! Choice Cis wrong because Sunset did not make an offer that Maxwell was empowered to accept. Choice Dis not the best answer because, although it states the facts correctly, Maxwell's knowledge would make no difference if, in fact, the hotel's letter had been an offer. The hotel can limit the offer to first come, first served, but its failure to do so would come at its own risk, not Maxwell's.","Offer and Acceptance"
"<div>88. Questions 88-91 are based on the following fact situation:</div><div>In early January, Farnsworth and Jones entered into a contract whereby Farnsworth would sing in Jones's club for a period of 24 months, beginning on February 1, at $1,500 per month.</div><div><br></div><div>88.  Assume that on January 25, Farnsworth phoned Jones and told him, “I still haven't finished moving all my belongings into my new apartment. It's going to take me a while to get settled and I may not be ready to start singing until February 10.”</div><div><br></div><div>Can Jones bring an immediate suit against Farnsworth?</div>",multiple-choice,"A.   Yes, because Farnsworth's telephone call was a repudiation.","B.   Yes, if Jones interpreted Farnsworth's telephone call as a repudiation.","C.   No, because Farnsworth's telephone call did not constitute a repudiation.","D.   No, because a repudiation must be in writing to be given effect.",,,3,"C  The call was not a repudiation for two reasons. First, it did not unequivocally state that Farnsworth would not perform starting February 1, but simply expressed the possibility that he would be unprepared to begin until February 10. Repudiation requires an unequivocal statement that the party will commit a breach. Rest. 2d §250(a). Second, the breach threatened was not material. Rather, Farnsworth's statement at most suggested he would miss 10 days on a 24-month (730-day) contract. While Jones would be entitled to damages for the breach, the breach is not sufficiently material to justify termination of the entire contract. Thus, no cause of action for total breach would arise, as required under Rest. 2d §250(a). Choice Ais wrong for these two reasons: The statement was equivocal, and the breach was not material. Choice Bis wrong because the only unequivocal statements count as repudiation. No matter how reasonable Jones's interpretation may have seemed, uncertainty must be resolved by recourse to a request for adequate assurances of performance, not by assuming the words in fact signal a breach when they did not clearly so state. Rest. 2d §251. (If this case arose under the 2003 revisions to article 2 of the UCC, choice Bmight be correct. That rule defines repudiation to include “language that a reasonable person would interpret to mean that the other party will not or cannot make a performance still due under the contract,” and does not expressly require that the threatened breach be material. UCC §2-610(2).) Choice Dis wrong because nothing requires that a repudiation be in writing. It may be accomplished orally or by deed.","Contract Formation"
"89. Questions 88-91 are based on the following fact situation:<div>In early January, Farnsworth and Jones entered into a contract whereby Farnsworth would sing in Jones's club for a period of 24 months, beginning on February 1, at $1,500 per month.</div><div><br></div><div><div>89.  Assume that Jones had no communication with Farnsworth between January 1 and January 31. On January 31, Jones received a telegram from Farnsworth stating:</div><div><br></div><div>Cannot get passage to U.S. from China. Unable to start singing engagement at your club until February 10. I'm sorry for any inconvenience this causes you. Suggest you get temporary performer.</div><div><br></div><div>On the morning of February 10, as promised, Farnsworth appeared at Jones's nightclub, ready to sing that night.</div><div>May Jones cancel the contract?</div></div>",multiple-choice,"A.   Yes, because Farnsworth failed to appear when he contracted to do so.","B.   Yes, because Farnsworth's actions constituted a material breach.","C.   No, because Jones was not materially prejudiced by Farnsworth's failure to appear on February 1.","D.   No, because Farnsworth notified Jones of his delay in a timely fashion.",,,3,"C  The issue presented by these facts is as follows: Did Farnsworth's failure to appear on February 1 constitute a material breach entitling Jones to cancel the contract and sue for damages? It's not always easy to decide if a breach is material. The courts resort to several tests: How much has the aggrieved party been damaged? What is the essence of the contract? Can the aggrieved party be compensated adequately? What is the relationship in value between the defaulted performance and the balance of the contract? How extensive is the delay? Was the breach willful? Can the aggrieved party make other arrangements? On these facts, it's hard to see how Farnsworth's breach can be deemed material. He had a two-year contract. His failure to appear was not willful (though evidence that he could have returned earlier but willfully remained in China might negate this). He suggested a temporary placement. He kept his promise to appear on the 10th. The best answer is therefore choice C. Jones, however, would have the right to set off against Farnsworth's salary any damages resulting from his delay in appearing. Choice Ais incorrect as a matter of law; only a material breach, not just any breach, will justify terminating the contract. Choice Bis wrong because Farnsworth's breach was not material, and Jones can be adequately compensated for his damage. Choice Dis wrong. Although it can be argued that Farnsworth should have given earlier notice, Jones was not entitled to cancel the contract because the notice included a promise of material performance by Farnsworth.",Breach
"90. Questions 88-91 are based on the following fact situation:<div>In early January, Farnsworth and Jones entered into a contract whereby Farnsworth would sing in Jones's club for a period of 24 months, beginning on February 1, at $1,500 per month.</div><div><br></div><div><div>90.  Assume that Farnsworth failed to appear at Jones's nightclub on February 1. That same morning, Jones read in Variety that Farnsworth had been injured in a traffic accident caused by a drunken driver on January 15 and was hospitalized with extensive head injuries. The article said he was in a coma and was expected to remain in the hospital for two months. Jones hired Young to sing in his nightclub for two months at a salary of $2,000 per month. When Farnsworth recovers and appears at the club, can Jones deduct from Farnsworth's fee the additional $1,000 he was forced to pay Young?</div></div>",multiple-choice,"A.   Yes, because Jones was not responsible for Farnsworth's injury.","B.   Yes, because impracticability does not apply where Farnsworth's injury was his own fault.","C.   No, because Farnsworth was not permanently injured.","D.   No, because Farnsworth's disability established an impracticability defense.",,,4,"D  If the death or illness of a party makes performance impracticable, that party is excused, at least for the duration of the disability. Farnsworth's injuries were severe enough to relieve him of his responsibility to appear and entitle Jones to seek a replacement. However, because the contract was for two years and the period of injury was only two months, the contract was discharged only partially and could be enforced anew by either party once Farnsworth was able to sing again. Since Farnsworth's performance was excused, he is not responsible to reimburse Jones for the additional fees paid to Young. The correct answer is choice D. Choice Ais not correct. It's immaterial to the outcome whether Jones was responsible in any way. Choice Bis incorrect on the facts. There is no indication that Farnsworth was the drunk driver or in any other way contributed to the injury. Choice Cis wrong because permanent injury is not required; temporary incapacity is sufficient.",Performance
"91. Questions 88-91 are based on the following fact situation:<div>In early January, Farnsworth and Jones entered into a contract whereby Farnsworth would sing in Jones's club for a period of 24 months, beginning on February 1, at $1,500 per month.</div><div><br></div><div><div>91.  Assume that Farnsworth failed to appear at Jones's nightclub because he received a better offer to sing at Kent's nightclub. He did not notify Jones that he would not appear. Anticipating that Farnsworth would eventually appear, Jones hired Stone to sing. Jones insisted on a contract at $1,800 for the entire month of February. At the end of February, Jones learned the reason for Farnsworth's failure to appear and hired Stone to sing at his nightclub for the remaining 23 months of Farnsworth's contract at $1,800 per month. On the same day Jones filed suit against Farnsworth. How much can Jones recover from Farnsworth?</div></div>",multiple-choice,"A.   $300 damages for the month of February only.","B.   $300 damages for the month of February plus the present value of the difference between the Farnsworth fee and the Stone fee for 23 months.","C.   The full contract price to be paid by Jones to Stone.","D.   Nothing, because Jones failed to notify Farnsworth that he was hiring Stone at a higher fee.",,,2,"B  When one party to a contract has breached, the other party is entitled to compensatory damages. The usual measure of damages is to put the aggrieved party in the same position as if the contract had not been breached by the other party. These are called expectation damages. In this case, Jones has been forced to incur additional costs of $300 per month by Farnsworth's breach. To award him these costs is to put him back in the same position as if Farnsworth had not breached. Rest. 2d §347. The correct answer ischoice B. Jones is entitled to damages for all of February because that month has passed, and to the present value of the excess costs in future months. (If, at the time of judgment, additional months have passed, they will be recovered in full plus prejudgment interest. Only months that still have not occurred will be reduced to present value.) If Jones can prove that Farnsworth would have captured bigger turnouts than Stone, he may also be entitled to his lost profits. Rest. 2d §347(b). Choice Cis incorrect because Jones's damages are the difference between the Farnsworth contract and the Stone contract. Choice Ais incorrect because, since Farnsworth repudiated the contract, Jones is entitled to recover for the entire period of the contract. Finally, choice Dis incorrect because Jones was not required to give notice to Farnsworth. He was entitled to rely on the fact that Farnsworth had not appeared and was performing elsewhere.",Remedies
"<div>92.  Multiplex owned a vacant parcel of land. It contracted with Construct, Inc. to build a shopping center on the land. Multiplex paid Construct an “advance” of $850,000 under a complicated written agreement that prohibited assignment by either party. The work continued over many months without complications. One day, the treasurer of Construct called Multiplex and said, “We've got a big shipment of paving stones coming in next month. Can we get an advance on the next payment?” Multiplex replied, “Sorry, but we're tight ourselves. Why don't you ask your bank?” The Construct treasurer said, “We can't do that under the contract.” Multiplex then told the treasurer that it would be OK to arrange an assignment to the bank “this one time.” Construct assigned the payment to the bank and received the loan. Bank notified Multiplex of the assignment, but on the due date of the next payment, Multiplex refused to pay the bank, citing the no-assignment clause in the original contract. The bank sued Multiplex for the payment. What result?</div>",multiple-choice,"A.   Bank will prevail because Multiplex consented to the assignment.","B.   Bank will prevail because the parties to a written agreement can enter into a subsequent oral modification.","C.   Multiplex will prevail because contracts involving land must be in writing.","D.   Multiplex will prevail because integrated written agreements cannot be varied or amended orally.",,,1,"A  The parties to a written contract will often agree on a no-assignment clause. These clauses are not regarded favorably by most courts. In the same spirit, both the Restatement (Second) of Contracts and the UCC place restrictions on these clauses, although they do permit them. Rest. 2d §322; UCC §2-210. In this case, Multiplex consented to a one-time modification of the written contract to permit an assignment by Construct to its bank. This could be a valid waiver of a right or a limited modification of the contract. In either event, assent by both parties seems adequate to make it enforceable, absent a defense. Choice Ais the best answer because the modification would not have been effective without the consent of Multiplex. Choice Bwould appear to be a good answer, but it is not the best answer because it is only the statement of a general legal principle. Just because the parties can enter an oral modification does not mean that they did, as specified by choice A. Choice Cis an accurate statement of a general legal principle, but it is not relevant under these facts. Neither the original contract nor the contract as modified comes under the statute. Neither involves the transfer of an interest in land, but only services relating to land. Choice Dis wrong because, as we have seen, it is not an accurate statement of the law.",Assignments
"93. Questions 93-97 are based on the following fact situation:<div>Shelly sells candles over the Internet. Terry purchased a scented candle from Shelly's Web site. The candle was so good that Terry decided to purchase a large supply, in part to avoid running out, in part to give as gifts, and in part to sell at her booth in a local farmer's market. Terry logged on to Shelly's Web site, clicked on the goods she wanted, filled in the quantity (100), and went to the checkout screen. That screen showed the total price and asked Terry to select shipping terms. As a special that week, Shelly's site offered free standard shipping (which the Web page said would arrive in seven to ten business days via a ground delivery service). Expedited shipping would have cost at least $300 on an order this size, so Terry elected the free shipping. Terry gave credit card information for the payment and then clicked to confirm the order. A final page appeared with all the information Terry had supplied (quantity, price, delivery, credit card, billing and shipping address, etc.). It asked Terry to review the page and confirm the information, and to then click a button to submit the order. Terry clicked the confirmation button without reviewing the information. The Web site gave Terry a confirmation number and e-mailed a confirmation of the receipt of her order, promising a second e-mail when it had been shipped. All of these messages were generated automatically by the Web engine running the page; no human being saw the order until the next day.</div><div><br></div><div>93.  Shelly had only 30 candles of this type in stock. Shelly can get 45 more in two weeks and another 25 in a month, both after the delivery date mentioned by the Web site. Shelly sent Terry an e-mail stating that the goods had been back-ordered and offered Terry three options: (i) to wait until the full order could be shipped at one time, which would involve no additional shipping charges; (ii) to receive 30 candles in seven to ten business days and the rest as they arrive, but multiple shipments would require additional shipping charges; or (iii) to cancel the order if neither of these terms were acceptable. If Terry insists on the original terms and sues for damages caused by Shelly's failure to perform, what is the likely outcome of the suit?</div>",multiple-choice,"A.   Shelly will prevail because Terry's order was only an offer and Shelly's e-mail a counteroffer.","B.   Shelly will prevail because acceptance requires a response from a person, not a machine.","C.   Shelly will prevail because the agreement is not evidenced by a signed writing.","D.   Terry will prevail because the confirmation e-mail from Shelly's Web site accepted Terry's offer in writing.",,,4,"D*  The analysis will differ depending on whether the 2003 revisions to article 2 have been enacted. In either case, however, each of Shelly's defenses should fail, leaving Terry with an enforceable contract. Choice Awould be correct if no acceptance occurred before Shelly sent the e-mail informing Terry that the goods were backordered. The electronic confirmation, however, seems to be an acceptance. Even if it will not serve as a writing, it can satisfy the requirement of assent. Choice Acould be correct if choice Cwere correct — in which case, choice Cwould be a better answer because it negates acceptance by itself, without regard to any other answer. Choice Cis incorrect because Shelly can authorize any agent she wishes to respond for her. The computer confirmed the order under program instructions she supplied (or hired another to supply). Her failure to consider each offer consciously is no defense. (Shelly would not want it to be a defense if Terry, rather than Shelly, tried to cancel the order after confirmation. Shelly probably sends e-mails only when problems arise. If so, none of her customers get a human acceptance in the normal course, which could leave Shelly without any enforceable rights.) The revisions to article 2 codify the ability of electronic agents to bind a party. UCC §2-204(4) (2003 revisions). Choice Bis incorrect under the 2003 revisions for two reasons. First, the Statute of Frauds applies to sales of $5,000 or more, but the sale here is only $2,000. Second, the statute requires a signed “record,” not a signed “writing.” UCC §2-201(1) (2003 revisions).Arecord includes “information that is inscribed on a tangible medium or that is stored in an electronic or other medium and is retrievable in perceivable form.” UCC §2-103(1)(m) (2003 revisions). Thus, the e-mail confirmation would satisfy the Statute of Frauds if signed. The signature requirement under the UCC is quite minimal — any symbol, such as initials or a logo, may suffice. UCC §§2-103(1)(p) (2003 revisions), 1-201(39) (original), 1-201(37) (2001 revisions). As long as the e-mail confirmation includes the company name, it seems likely to satisfy the Statute of Frauds. *Choice Bpresents a much closer case under the unrevised UCC, and may in fact be a better answer. The statute required a writing, which was defined as reducing the information to tangible form. An e-mail is not a tangible form and thus not a writing.Acourt may refuse to get caught up in these niceties, recognizing that the purposes of the statute are fully satisfied by an e-mail that can be printed out. Indeed, if Shelly printed out a copy of the e-mail, that would be a writing, even if the printout was never sent to Terry. (A writing must exist, but need not be sent to the other party.)","Offer and Acceptance"
"94. Questions 93-97 are based on the following fact situation:<div>Shelly sells candles over the Internet. Terry purchased a scented candle from Shelly's Web site. The candle was so good that Terry decided to purchase a large supply, in part to avoid running out, in part to give as gifts, and in part to sell at her booth in a local farmer's market. Terry logged on to Shelly's Web site, clicked on the goods she wanted, filled in the quantity (100), and went to the checkout screen. That screen showed the total price and asked Terry to select shipping terms. As a special that week, Shelly's site offered free standard shipping (which the Web page said would arrive in seven to ten business days via a ground delivery service). Expedited shipping would have cost at least $300 on an order this size, so Terry elected the free shipping. Terry gave credit card information for the payment and then clicked to confirm the order. A final page appeared with all the information Terry had supplied (quantity, price, delivery, credit card, billing and shipping address, etc.). It asked Terry to review the page and confirm the information, and to then click a button to submit the order. Terry clicked the confirmation button without reviewing the information. The Web site gave Terry a confirmation number and e-mailed a confirmation of the receipt of her order, promising a second e-mail when it had been shipped. All of these messages were generated automatically by the Web engine running the page; no human being saw the order until the next day.</div><div><br></div><div><div>94.  In addition to the facts of the preceding question, Shelly's checkout page included the following language directly above the button labeled “Confirm Order and Continue with Checkout”: “By clicking Confirm Order you agree to be bound by all the terms and conditions of this Web site. Click here to read the terms and conditions.” “Click here” was a different color; clicking on it would take the user to a page containing numerous terms, including this one: “All orders are subject to availability. Shelly reserves the right to reject any order for any reason or no reason at all.” Terry did not click this button (not this time and not the first time, when she ordered one candle) and, thus, did not see this language. With these additional facts, how will Terry's claim against Shelly be resolved?</div></div>",multiple-choice,"A.   Shelly will prevail because the order is an offer that she can reject.","B.   Shelly will prevail because the Statute of Frauds is not satisfied.","C.   Terry will prevail because the terms were not displayed in a manner reasonably calculated to call them to a user's attention.","D.   Terry will prevail because the offer was accepted.",,,4,"D*  The analysis of this problem is no different from the preceding problem. The order by Terry was always treated as the offer. The terms and conditions, therefore, do not change anything. The confirmation accepted the offer before any counteroffer or rejection was received by Terry. Choice A, therefore, is factually correct, but legally irrelevant. Choice Cis wrong because Terry probably is bound by the terms and conditions. Although some Web sites force users to scroll through all the terms to reach a button labeled “I agree” before they will consummate the transaction, nothing in the law requires this practice. The claim that the terms and conditions should not apply to Terry is no more persuasive than a claim that someone who signed a written agreement without reading it should be excused from the terms of the writing because of his own neglect. *Choice Bremains a plausible choice under the UCC as it exists today, but will be incorrect if states adopt the 2003 revisions to article 2.","Offer and Acceptance"
"95. Questions 93-97 are based on the following fact situation:<div>Shelly sells candles over the Internet. Terry purchased a scented candle from Shelly's Web site. The candle was so good that Terry decided to purchase a large supply, in part to avoid running out, in part to give as gifts, and in part to sell at her booth in a local farmer's market. Terry logged on to Shelly's Web site, clicked on the goods she wanted, filled in the quantity (100), and went to the checkout screen. That screen showed the total price and asked Terry to select shipping terms. As a special that week, Shelly's site offered free standard shipping (which the Web page said would arrive in seven to ten business days via a ground delivery service). Expedited shipping would have cost at least $300 on an order this size, so Terry elected the free shipping. Terry gave credit card information for the payment and then clicked to confirm the order. A final page appeared with all the information Terry had supplied (quantity, price, delivery, credit card, billing and shipping address, etc.). It asked Terry to review the page and confirm the information, and to then click a button to submit the order. Terry clicked the confirmation button without reviewing the information. The Web site gave Terry a confirmation number and e-mailed a confirmation of the receipt of her order, promising a second e-mail when it had been shipped. All of these messages were generated automatically by the Web engine running the page; no human being saw the order until the next day.</div><div><br></div><div><div>95.  Consider the general facts, but not the specific facts of the preceding two problems. Immediately after submitting the order, it dawned on Terry that there were too many zeros in the numbers just confirmed: The order was for 1,000 candles, not 100, for a price of $20,000, not $2,000. She immediately clicked “Contact Us” and e-mailed a revocation of the offer, explaining that she intended to order 100 candles, not 1,000. Just after she clicked “Send,” she heard the sound announcing incoming mail. Opening her inbox, Terry saw the confirmation of a 1,000 candle order from Shelly's Web site. Assume Terry's e-mail, sent from Shelly's Web site to Shelly's Web site, arrived immediately in Shelly's inbox, but that no one checked the e-mail until the next morning. Shelly's acceptance was dispatched almost immediately after Terry submitted the order, but Terry's computer checked for e-mail only every 20 minutes, so the confirmation probably was dispatched before Terry sent the e-mail canceling the order (as the time stamps on the messages confirm), even though it arrived after Terry sent the e-mail. If Shelly has enough candles and wants to enforce Terry's order, what is the likely result?</div></div>",multiple-choice,"A.   Shelly will prevail because the acceptance was dispatched before the revocation was dispatched.","B.   Terry will prevail because the revocation was received before the acceptance was received.","C.   Shelly will prevail because the acceptance was dispatched before the revocation was received.","D.   Terry will prevail because the revocation was dispatched before the acceptance was received.",,,3,"C  The mailbox rule applies to e-mail.A revocation is effective on receipt at a place the other party designated for its delivery. Thus, Terry's revocation was effective the moment Shelly received the e-mail — which the question says is the same moment she sent the e-mail. But an acceptance is effective from the time it is dispatched. Because Shelly's Web site dispatched the acceptance before Terry's revocation was received, the contract was formed at that moment. Choice Ais incorrect as a statement of law because the important time for revocation is the time of receipt, not the time of dispatch. Because dispatch and receipt were simultaneous, it describes the facts well enough, but is not as good as choice C, which accurately states the rule. Choice Bwould be correct if the mailbox rule did not apply. Even though no one read the message until morning, it was received when it arrived in Shelly's inbox — the place designated for such communications. Rest. 2d §68. Without the mailbox rule, all communications are effective on receipt. The rule, however, is not limited to snail mail, but makes any acceptance effective once it leaves the offeree's possession. Rest. 2d §63. Choice Dis factually accurate but irrelevant under the legal rule.","Contract Formation"
